# comment: 'Exact matches only. Rows with object_id sssom:NoTermFound record a searched-and-not-found decision, not an absence of effort. semapv:CompositeMatching rows were adjudicated by an LLM over lexically retrieved candidates and carry the reason in `comment`; they are proposals for human review, not curated assertions. || REVIEW PROTOCOL. Reviewer: agent:claude-opus-5. Every row in this set was reviewed individually; no sampling. Each row carries reviewer_agreement (1.0 agree, 0.5 agree with reservations, 0.0 uncertain, -0.5 probably wrong, -1.0 definitely wrong) and curation_rule_text citing the rules the verdict rests on. Object identifiers were resolved against the target vocabulary rather than trusted from the input. CONFLATIONS PERMITTED: CM-005 (etiological vs phenomenological divergence) accepted only where cited per-row; no disease/phenotype conflation (CM-002) accepted; no CM-003, CM-006, CM-007 or CM-009 cases present. All 20 subjects are Mondo disease classes, so ST-006 holds throughout.. Curation rule registry: https://w3id.org/mondo/mapping-rules/ (core curation-rules.md plus the disease/phenotype pack rules-disease.md, family CM). NOTE: reviewer_agreement is a dev-spec SSSOM slot, absent from released sssom-schema 1.0.0; conformant parsers may drop the column. EVIDENCE CONSULTED: Mondo labels, exact synonyms, definitions, xrefs and hierarchical parents/children resolved live from EBI OLS4 (ontologies/mondo) on 2026-09-12; ICD-10-CM codes, current labels and full child lists resolved from the NLM Clinical Tables API (icd10cm/v3, FY2026 release); ICD-10 rubric inclusion notes read from the WHO ICD-10 2019 browser. Labels in the input file were NOT trusted and two were found stale (MONDO:0006835 is ''minimal change disease'', not ''lipoid nephrosis''; ICD10CM:D81.3 is now a category header, not the leaf ''Adenosine deaminase [ADA] deficiency''). SET-LEVEL DEFECTS: neither subject_source_version nor object_source_version is declared, so ST-003/ST-004 were checked against the current releases named above rather than a pinned version. ST-001 and ST-002 both clean: 20 distinct subjects, 20 distinct objects, no proxy or reverse proxy merges. NATURE OF THIS REVIEW: this is an AUTOMATED (AI) review by a language-model agent, NOT a human curator sign-off. It carries the same tier-3 status as the semapv:CompositeMatching rows it audits: EV-012 evidence, which does not by itself license a curated assertion. The 7 rows scored below 1.0 (one at -0.5, six at -1.0) REQUIRE HUMAN CONFIRMATION before the proposed predicate changes or rejections are acted on; they are flagged ''TBD:human-confirmation-required'' in issue_tracker_item. The 13 rows scored 1.0 are AI-endorsed proposals, not curated exact matches.'
# curie_map:
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   infores: https://w3id.org/information-resource-registry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_exactmatch
# mapping_set_title: Prioritised rare disease list, MONDO to ICD-10-CM exact matches
# mapping_set_version: 2026-09-12
# object_source: infores:icd10cm
# subject_source: infores:mondo
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_preprocessing	match_string	object_match_field	subject_type	object_type	comment	reviewer_id	reviewer_agreement	curation_rule_text	issue_tracker_item
MONDO:0011972	ovarian hyperstimulation syndrome	skos:exactMatch	ICD10CM:N98.1	Hyperstimulation of ovaries	semapv:CompositeMatching	claude-opus-5	0.9000	agentic_review			owl class	owl class	ICD-10-CM N98.1 'Hyperstimulation of ovaries' is the rubric for ovarian hyperstimulation syndrome itself; the wording difference is ICD house style, not a difference in extension. || REVIEW: ICD10CM:N98.1 'Hyperstimulation of ovaries' is a current leaf under N98 with inclusion terms 'Hyperstimulation of ovaries NOS' and 'Hyperstimulation of ovaries associated with induced ovulation'; it is ICD's only OHSS code and its placement under 'Complications associated with artificial fertilization' matches Mondo's definition of MONDO:0011972 exactly. The LLM's reading -- wording difference is ICD house style, not a difference in extension -- checks out.	agent:claude-opus-5	1.0	maprule:EV-012 automated adjudication over retrieved candidates | maprule:EV-009 definition comparison | maprule:PR-001 same real-world concept | maprule:CM-001 disease/disorder conceptual model conflation	
MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	skos:exactMatch	ICD10CM:C92.1	Chronic myeloid leukemia, BCR/ABL-positive	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	ICD-10-CM C92.1 'Chronic myeloid leukemia, BCR/ABL-positive' denotes the same disease as the Mondo term 'chronic myelogenous leukemia, BCR-ABL1 positive'; myeloid/myelogenous and BCR/ABL vs BCR-ABL1 are naming style only. || REVIEW: ICD10CM:C92.1 is a current non-billable subcategory whose only children are C92.10/11/12, i.e. remission-status variants, and whose inclusion terms are all Ph-positive CML denominations ('Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive', 't(9;22)(q34;q11)', 'with crisis of blast cells') with Excludes1 for atypical BCR/ABL-negative CML (C92.2-). Its extension therefore coincides with MONDO:0011996 (SC-007), whose own children are phase variants. Note the file's subject_label is an exact synonym, not the current Mondo primary label 'chronic myeloid leukemia'.	agent:claude-opus-5	1.0	maprule:EV-012 automated adjudication over retrieved candidates | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept	
MONDO:0012455	Kleefstra syndrome	skos:exactMatch	ICD10CM:Q87.86	Kleefstra syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		Kleefstra syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW: ICD10CM:Q87.86 'Kleefstra syndrome' is a current specific leaf under Q87.8; same 9q34.3 deletion / EHMT1 syndrome as MONDO:0012455, primary labels identical.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0012905	hypomyelinating leukodystrophy 6	skos:exactMatch	ICD10CM:G23.3	Hypomyelination with atrophy of the basal ganglia and cerebellum	semapv:LexicalMatching	rdi-lexmatch	0.9800		H-ABC	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW: ICD10CM:G23.3 is a current specific leaf under G23 with inclusion terms 'H-ABC' and 'TUBB4A-related neurologic disorders'; MONDO:0012905 (primary label 'leukodystrophy, hypomyelinating, 6') carries 'H-ABC' and 'hypomyelination with atrophy of basal ganglia and cerebellum' as exact synonyms, so the two denote the same TUBB4A disorder.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0012960	intellectual disability, autosomal dominant 5	skos:exactMatch	ICD10CM:F78.A1	SYNGAP1-related intellectual disability	semapv:CompositeMatching	claude-opus-5	0.8500	agentic_review			owl class	owl class	ICD-10-CM F78.A1 'SYNGAP1-related intellectual disability' denotes exactly MONDO:0012960, autosomal dominant intellectual disability 5, which is defined by SYNGAP1 haploinsufficiency. || REVIEW: ICD10CM:F78.A1 'SYNGAP1-related intellectual disability' is a current specific leaf under F78.A (sole sibling F78.A9, the residual); MONDO:0012960 is defined as autosomal dominant non-syndromic intellectual disability caused by SYNGAP1 mutation and carries 'SYNGAP1 autosomal dominant non-syndromic intellectual disability' as an exact synonym, so the extensions coincide.	agent:claude-opus-5	1.0	maprule:EV-012 automated adjudication over retrieved candidates | maprule:EV-003 exact match on exact synonym | maprule:PR-001 same real-world concept	
MONDO:0013171	purine nucleoside phosphorylase deficiency	skos:exactMatch	ICD10CM:D81.5	Purine nucleoside phosphorylase [PNP] deficiency	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	purine nucleoside phosphorylase deficiency	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW: ICD10CM:D81.5 'Purine nucleoside phosphorylase [PNP] deficiency' is a current specific leaf under D81; the bracketed abbreviation is ICD notation only, so labels are identical after non-semantic normalisation and the code denotes exactly MONDO:0013171.	agent:claude-opus-5	1.0	maprule:EV-002 exact match on normalised label | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0013512	hemoglobin H disease	skos:exactMatch	ICD10CM:D56.0	Alpha thalassemia	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	hemoglobin h disease	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW: The FY2026 tabular gives ICD10CM:D56.0 the inclusion terms 'Alpha thalassemia major', 'Hemoglobin H Constant Spring', 'Hemoglobin H disease', 'Hydrops fetalis due to alpha thalassemia', 'Severe alpha thalassemia' and 'Triple gene defect alpha thalassemia', so the code spans the whole alpha-thalassemia spectrum including Hb Bart's hydrops, not HbH disease alone. Mondo already asserts skos:exactMatch D56.0 to MONDO:0011399 'alpha thalassemia spectrum', so this row is also a reverse proxy merge. MONDO:0013512 is a three-gene subtype within that spectrum; correct predicate skos:broadMatch. || ACTION FOR HUMAN CURATOR: conflicts with existing Mondo mapping MONDO:0011399 -> ICD10CM:D56.0	agent:claude-opus-5	-1.0	maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:ST-002 reverse proxy merge | maprule:EV-011 external source confirmation	
MONDO:0014306	deficiency of adenosine deaminase 2	skos:exactMatch	ICD10CM:D81.32	Adenosine deaminase 2 deficiency	semapv:LexicalMatching	rdi-lexmatch	0.9800		ADA2 deficiency	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW: ICD10CM:D81.32 'Adenosine deaminase 2 deficiency' is a current specific leaf with inclusion terms 'ADA2 deficiency' and 'Adenosine deaminase deficiency type 2', properly distinguished from D81.31 (ADA1 SCID) and the residual D81.39; MONDO:0014306 carries 'ADA2 deficiency' and 'DADA2' as exact synonyms.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0014392	developmental and epileptic encephalopathy, 25	skos:exactMatch	ICD10CM:E74.820	SLC13A5 Citrate Transporter Disorder	semapv:LexicalMatching	rdi-lexmatch	0.9800		SLC13A5 Citrate Transporter Disorder	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW: ICD10CM:E74.820 'SLC13A5 Citrate Transporter Disorder' is a current specific leaf under E74.82 (sole sibling E74.829, a residual); MONDO:0014392 (DEE25) carries 'SLC13A5 Citrate Transporter Disorder' verbatim as an exact synonym and is defined as the SLC13A5-caused encephalopathy, so extensions coincide. The row's own comment mislabels the match as label-to-label; it is Mondo exact synonym to ICD label.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	skos:exactMatch	ICD10CM:Q87.85	MED13L syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9800		Asadollahi-Rauch syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW: ICD10CM:Q87.85 'MED13L syndrome' is a current specific leaf under Q87.8 with inclusion terms 'Asadollahi-Rauch syndrome' and 'Mediator complex subunit 13L syndrome', both exact synonyms of MONDO:0014773; same MED13L haploinsufficiency disorder.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0015229	Bardet-Biedl syndrome	skos:exactMatch	ICD10CM:Q87.83	Bardet-Biedl syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		Bardet-Biedl syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW: ICD10CM:Q87.83 'Bardet-Biedl syndrome' is a current specific leaf under Q87.8, properly separated from Q87.84 Laurence-Moon syndrome; primary labels identical, and like MONDO:0015229 the single ICD code spans all BBS loci.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0015253	Diamond-Blackfan anemia	skos:exactMatch	ICD10CM:D61.01	Constitutional (pure) red blood cell aplasia	semapv:CompositeMatching	claude-opus-5	0.7200	agentic_review			owl class	owl class	D61.01 'Constitutional (pure) red blood cell aplasia' is ICD's descriptive name for Blackfan-Diamond anemia, matching Mondo's own synonyms 'chronic constitutional pure red cell anemia' and 'congenital hypoplastic anemia'. || REVIEW: The mapping is right but the stated justification does not survive checking -- MONDO:0015253 has no synonym 'chronic constitutional pure red cell anemia' as the LLM claimed. The real evidence is stronger and external: the FY2026 tabular gives ICD10CM:D61.01 the inclusion terms 'Blackfan-Diamond syndrome', 'Congenital (pure) red cell aplasia', 'Familial hypoplastic anemia', 'Primary (pure) red cell aplasia' and 'Red cell (pure) aplasia of infants', with Excludes1 'acquired red cell aplasia (D60.9)', and the code is properly separated from D61.02 Shwachman-Diamond, D61.03 Fanconi and the residual D61.09. Those inclusion terms are all DBA denominations, so extensions coincide (SC-007) and exactMatch is correct.	agent:claude-opus-5	0.5	maprule:EV-011 external source confirmation | maprule:EV-003 exact match on exact synonym | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept | maprule:EV-012 automated adjudication over retrieved candidates	
MONDO:0015397	craniofacial microsomia	skos:exactMatch	ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	semapv:LexicalMatching	rdi-lexmatch	0.9800		Goldenhar syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW: ICD10CM:Q87.0 is a terminal billable code in FY2026 (no Q87.0x children) whose inclusion terms are nine mutually unrelated entities -- Acrocephalopolysyndactyly, Acrocephalosyndactyly [Apert], Cryptophthalmos syndrome, Cyclopia, Goldenhar syndrome, Moebius syndrome, Oro-facial-digital syndrome, Robin syndrome, Whistling face. Goldenhar is one inclusion term among nine, so the rubric is broader than MONDO:0015397 craniofacial microsomia by construction and cannot be an exactMatch; skos:broadMatch with an exclusion reason of the MONDO:undefinedGrouping kind is the correct treatment. || ACTION FOR HUMAN CURATOR: no exact ICD-10-CM code exists for craniofacial microsomia; consider sssom:NoTermFound	agent:claude-opus-5	-1.0	maprule:SC-004 disjunctive rubric | maprule:SC-001 undefined residual subset | maprule:PR-003 object is a superclass | maprule:EV-006 lexical similarity only	
MONDO:0015453	Cogan syndrome	skos:exactMatch	ICD10CM:H16.32	Diffuse interstitial keratitis	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	cogan's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo label. || REVIEW: ICD10CM:H16.32 'Diffuse interstitial keratitis' denotes the corneal inflammation; 'Cogan's syndrome' appears there only as an inclusion term, which means Cogan's is CODED there, not that the rubric is the disease. Mondo's own curated mapping set already asserts skos:exactMatch H16.32 to MONDO:0001694 'diffuse interstitial keratitis', making this row a reverse proxy merge. The code's only children are the laterality variants H16.321/322/323/329, so the rubric really is the keratitis and nothing wider, whereas MONDO:0015453 is a systemic autoimmune disease with vestibulo-auditory involvement -- a disease-versus-manifestation crossing this set does not permit. Correct predicate: skos:broadMatch. || ACTION FOR HUMAN CURATOR: conflicts with existing Mondo mapping MONDO:0001694 -> ICD10CM:H16.32	agent:claude-opus-5	-1.0	maprule:ST-002 reverse proxy merge | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:EV-011 external source confirmation | maprule:CM-002 disease/phenotype conflation, murky case	
MONDO:0015626	Charcot-Marie-Tooth disease	skos:exactMatch	ICD10CM:G60.0	Hereditary motor and sensory neuropathy	semapv:LexicalMatching	rdi-lexmatch	1.0000		Charcot-Marie-Tooth disease	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW: The FY2026 tabular gives ICD10CM:G60.0 six inclusion terms -- 'Charcot-Marie-Tooth disease', 'Dejerine-Sottas disease', 'Hereditary motor and sensory neuropathy, types I-IV', 'Hypertrophic neuropathy of infancy', 'Peroneal muscular atrophy' and 'Roussy-Levy syndrome' -- so CMT is one inclusion term under an HMSN rubric. Mondo's own curated mapping set already exact-matches G60.0 to MONDO:0015358 'hereditary motor and sensory neuropathy', a class Mondo deliberately keeps distinct from MONDO:0015626; asserting this row too is a reverse proxy merge, disallowed at every tier. Two defensible Mondo targets exist for one code, so nothing should be asserted (PR-008); if a mapping is wanted it is skos:broadMatch. || ACTION FOR HUMAN CURATOR: G60.0 already exact-matched to MONDO:0015358; resolve HMSN vs CMT before asserting	agent:claude-opus-5	-0.5	maprule:ST-002 reverse proxy merge | maprule:RJ-002 ambiguous candidates | maprule:PR-008 ambiguity is not a match | maprule:EV-011 external source confirmation | maprule:SC-006 subtype under type-agnostic rubric	
MONDO:0016168	cryopyrin-associated periodic syndrome	skos:exactMatch	ICD10CM:M04.2	Cryopyrin-associated periodic syndromes	semapv:CompositeMatching	claude-opus-5	0.9200	agentic_review			owl class	owl class	M04.2 'Cryopyrin-associated periodic syndromes' denotes the same NLRP3-associated autoinflammatory disease group as the Mondo term; the plural is ICD house style. || REVIEW (agent): ICD-10-CM M04.2 'Cryopyrin-associated periodic syndromes' is a current leaf code whose inclusion terms are exactly the CAPS spectrum (CINCA/NOMID, Muckle-Wells, familial cold autoinflammatory syndrome/familial cold urticaria), which is precisely the extension of Mondo's CAPS; plural label is ICD house style, not a broader rubric.	agent:claude-opus-5	1.0	maprule:EV-002 exact match on normalised label | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept	
MONDO:0016486	beta-thalassemia major	skos:exactMatch	ICD10CM:D56.1	Beta thalassemia	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	beta thalassemia major	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent): NOT AN EXACT MATCH. ICD-10-CM D56.1 'Beta thalassemia' carries inclusion terms 'Thalassemia intermedia' as well as 'Beta thalassemia major'/'Thalassemia major', so its extension spans both the transfusion-dependent and the intermediate forms while the subject is only beta-thalassemia major; the object is broader and the correct predicate is skos:broadMatch. The lexical tier matched the Mondo exact synonym 'Beta thalassemia Major' after normalisation, which is EV-006 contained-label evidence, not label identity.	agent:claude-opus-5	-1.0	maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:EV-006 lexical similarity only	needs-human-confirmation
MONDO:0017287	immunoglobulin G4-related sclerosing disease	skos:exactMatch	ICD10CM:D89.84	IgG4-related disease	semapv:LexicalMatching	rdi-lexmatch	0.9800		IgG4-related disease	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW (agent): ICD-10-CM D89.84 'IgG4-related disease' is a current leaf code with inclusion term 'Immunoglobulin G4-related disease', which is verbatim the Mondo primary label; 'IgG4-related disease' is also a Mondo exact synonym. Same entity, exactMatch stands.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:EV-011 external source confirmation | maprule:PR-001 same real-world concept	
MONDO:0017314	Ehlers-Danlos syndrome, vascular type	skos:exactMatch	ICD10CM:Q79.63	Vascular Ehlers-Danlos syndrome	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	Q79.63 'Vascular Ehlers-Danlos syndrome' denotes exactly the same COL3A1-related EDS subtype as the Mondo term 'Ehlers-Danlos syndrome, vascular type'. || REVIEW (agent): ICD-10-CM Q79.63 'Vascular Ehlers-Danlos syndrome' (inclusion term 'Vascular EDS (vEDS)') is a current leaf code sitting alongside sibling codes for classical, hypermobile, unspecified and other EDS, so it denotes the COL3A1 vascular subtype alone; 'vascular Ehlers-Danlos syndrome' is a Mondo exact synonym. exactMatch confirmed.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:EV-012 automated adjudication over retrieved candidates | maprule:PR-001 same real-world concept	
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	skos:exactMatch	ICD10CM:C86.6	Primary cutaneous CD30-positive T-cell proliferations	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	primary cutaneous anaplastic large cell lymphoma	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent): NOT AN EXACT MATCH. ICD-10-CM C86.6 'Primary cutaneous CD30-positive T-cell proliferations' is a disjunctive rubric whose inclusion terms are 'Lymphomatoid papulosis' AND 'Primary cutaneous anaplastic large cell lymphoma'; lymphomatoid papulosis is a distinct entity from the subject, so the object is broader and skos:broadMatch is the right predicate. C86.6 is also a non-billable subcategory (codable only as C86.60/C86.61). The reported 1.0 confidence on an oio:hasExactSynonym hit is unwarranted: the ICD label is not a Mondo synonym, only a token-overlapping grouping label.	agent:claude-opus-5	-1.0	maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass | maprule:EV-006 lexical similarity only	needs-human-confirmation
MONDO:0017623	PTEN hamartoma tumor syndrome	skos:exactMatch	ICD10CM:Q85.81	PTEN hamartoma tumor syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		PTEN hamartoma tumor syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW (agent): ICD-10-CM Q85.81 'PTEN hamartoma tumor syndrome' is a current leaf code with inclusion terms 'PHTS' and 'PTEN related Cowden syndrome'; the neighbouring Q85.82 'Other Cowden syndrome' carries the non-PTEN residue, so Q85.81 is scoped exactly to PHTS. Primary labels are identical.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:PR-001 same real-world concept	
MONDO:0017708	mevalonate kinase deficiency	skos:exactMatch	ICD10CM:M04.1	Periodic fever syndromes	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	mevalonate kinase deficiency	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent): NOT AN EXACT MATCH. ICD-10-CM M04.1 'Periodic fever syndromes' is a disjunctive rubric spanning four distinct diseases - familial Mediterranean fever, hyperimmunoglobulin D syndrome, mevalonate kinase deficiency and TRAPS - so mevalonate kinase deficiency is merely one inclusion term under it. The object is broader; skos:broadMatch. No subtype-specific ICD-10-CM code exists for MKD, so the honest alternative is a broadMatch or sssom:NoTermFound under an exact-only brief.	agent:claude-opus-5	-1.0	maprule:SC-004 disjunctive rubric | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:EV-006 lexical similarity only	needs-human-confirmation
MONDO:0017844	Sezary syndrome	skos:exactMatch	ICD10CM:C84.1	Sézary disease	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	sezary disease	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent): ICD-10-CM C84.1 'Sezary disease' is a current subcategory whose eleven children (C84.10-C84.1A) are all site-of-involvement and remission-status variants of Sezary disease itself, not distinct diseases, so its extension coincides with the subject; 'Sezary disease' is a Mondo exact synonym. exactMatch stands (note C84.1 is a non-billable header).	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept	
MONDO:0018037	hyper-IgE syndrome	skos:exactMatch	ICD10CM:D82.4	Hyperimmunoglobulin E [IgE] syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	hyperimmunoglobulin e syndrome	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent): ICD-10-CM D82.4 'Hyperimmunoglobulin E [IgE] syndrome' is a current leaf code; stripping the ICD bracketed gloss yields 'hyperimmunoglobulin E syndrome', a Mondo exact synonym of hyper-IgE syndrome. Both denote the HIES phenotypic series (OMIMPS:147060) rather than a single gene-defined form, so the extensions agree.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:PR-001 same real-world concept	
MONDO:0018088	familial Mediterranean fever	skos:exactMatch	ICD10CM:M04.1	Periodic fever syndromes	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	familial mediterranean fever	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent): NOT AN EXACT MATCH. Same defect as MONDO:0017708 - ICD-10-CM M04.1 'Periodic fever syndromes' spans FMF, HIDS, mevalonate kinase deficiency and TRAPS, so it is broader than familial Mediterranean fever; skos:broadMatch. This row and MONDO:0017708 both assert exactMatch to M04.1, a reverse proxy merge (ST-002), which is disallowed at every tier and is independent proof that at least one of the two is wrong.	agent:claude-opus-5	-1.0	maprule:SC-004 disjunctive rubric | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:ST-002 reverse proxy merge | maprule:EV-006 lexical similarity only	needs-human-confirmation
MONDO:0018097	infantile spasms	skos:exactMatch	ICD10CM:G40.82	Epileptic spasms	semapv:LexicalMatching	rdi-lexmatch	0.9800		West's syndrome	oio:hasExactSynonym	owl class	owl class	"Lexical tier raw_exact on the Mondo synonym. || REVIEW (agent): DEFENSIBLE WITH RESERVATIONS. ICD-10-CM G40.82 'Epileptic spasms' carries inclusion terms 'Infantile spasms', 'Salaam attacks' and ""West's syndrome"", and its four children are only intractability/status-epilepticus variants, so in practice its extension is the subject's. But the rubric is individuated by seizure semiology while Mondo MONDO:0018097 is an age-delimited epilepsy syndrome (IESS), and epileptic spasms arising outside infancy would still be coded here - a genuine CM-005 divergence that must be declared rather than absorbed silently. Retained at 0.5, not 1.0; a human curator should confirm whether the use case tolerates the seizure-type/syndrome boundary."	agent:claude-opus-5	0.5	maprule:EV-003 exact match on exact synonym | maprule:EV-011 external source confirmation | maprule:CM-005 etiological vs phenomenological divergence | maprule:SC-007 rubric coextensive with subject	needs-human-confirmation
MONDO:0018432	lichen myxedematosus	skos:exactMatch	ICD10CM:L98.5	Mucinosis of the skin	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	lichen myxedematosus	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent): NOT AN EXACT MATCH. ICD-10-CM L98.5 'Mucinosis of the skin' is a disjunctive rubric with three distinct inclusion terms - 'Focal mucinosis', 'Lichen myxedematosus' and 'Reticular erythematous mucinosis' - so the subject is one inclusion term among several and the object is broader; skos:broadMatch. The reported 1.0 confidence rests on the subject being listed under the rubric, which is a coding relation, not identity.	agent:claude-opus-5	-1.0	maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass | maprule:EV-006 lexical similarity only	needs-human-confirmation
MONDO:0018479	congenital adrenal hyperplasia	skos:exactMatch	ICD10CM:E25.0	Congenital adrenogenital disorders associated with enzyme deficiency	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	congenital adrenal hyperplasia	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent): ICD-10-CM E25.0 'Congenital adrenogenital disorders associated with enzyme deficiency' is a current leaf code whose inclusion terms are 'Congenital adrenal hyperplasia', '21-Hydroxylase deficiency' and 'Salt-losing congenital adrenal hyperplasia' - all and only CAH - while the residual E25.8/E25.9 carry the non-CAH adrenogenital remainder. The ICD label paraphrases rather than repeats the subject label, but the extensions coincide, so exactMatch is right.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:EV-011 external source confirmation | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept	
